time_iso8601,stars_cumulative
2024-06-02 00:00:00+00:00,1889
2024-06-03 00:00:00+00:00,1891
2024-06-05 00:00:00+00:00,1894
2024-06-06 00:00:00+00:00,1896
2024-06-07 00:00:00+00:00,1899
2024-06-08 00:00:00+00:00,1902
2024-06-09 00:00:00+00:00,1904
2024-06-10 00:00:00+00:00,1906
2024-06-11 00:00:00+00:00,1909
2024-06-12 00:00:00+00:00,1912
2024-06-13 00:00:00+00:00,1913
2024-06-14 00:00:00+00:00,1914
2024-06-16 00:00:00+00:00,1915
2024-06-17 00:00:00+00:00,1917
2024-06-18 00:00:00+00:00,1921
2024-06-19 00:00:00+00:00,1923
2024-06-20 00:00:00+00:00,1927
2024-06-21 00:00:00+00:00,1929
2024-06-22 00:00:00+00:00,1932
2024-06-24 00:00:00+00:00,1934
2024-06-25 00:00:00+00:00,1936
2024-06-26 00:00:00+00:00,1937
2024-06-27 00:00:00+00:00,1940
2024-06-28 00:00:00+00:00,1945
2024-06-29 00:00:00+00:00,1947
2024-06-30 00:00:00+00:00,1948
2024-07-01 00:00:00+00:00,1953
2024-07-02 00:00:00+00:00,1957
2024-07-03 00:00:00+00:00,1960
2024-07-04 00:00:00+00:00,1961
2024-07-05 00:00:00+00:00,1962
2024-07-06 00:00:00+00:00,1964
2024-07-07 00:00:00+00:00,1965
2024-07-08 00:00:00+00:00,1969
2024-07-09 00:00:00+00:00,1971
2024-07-11 00:00:00+00:00,1972
2024-07-12 00:00:00+00:00,1977
2024-07-13 00:00:00+00:00,1978
2024-07-14 00:00:00+00:00,1979
2024-07-15 00:00:00+00:00,1984
2024-07-16 00:00:00+00:00,1985
2024-07-17 00:00:00+00:00,1987
2024-07-18 00:00:00+00:00,1989
2024-07-19 00:00:00+00:00,1992
2024-07-20 00:00:00+00:00,1993
2024-07-22 00:00:00+00:00,1994
2024-07-23 00:00:00+00:00,1995
2024-07-26 00:00:00+00:00,1996
2024-07-28 00:00:00+00:00,1998
2024-07-29 00:00:00+00:00,1999
2024-07-31 00:00:00+00:00,2000
2024-08-02 00:00:00+00:00,2001
2024-08-03 00:00:00+00:00,2004
2024-08-05 00:00:00+00:00,2007
2024-08-09 00:00:00+00:00,2009
2024-08-10 00:00:00+00:00,2010
2024-08-11 00:00:00+00:00,2011
2024-08-13 00:00:00+00:00,2013
2024-08-19 00:00:00+00:00,2014
2024-08-20 00:00:00+00:00,2016
2024-08-21 00:00:00+00:00,2019
2024-08-24 00:00:00+00:00,2020
2024-08-25 00:00:00+00:00,2021
2024-08-26 00:00:00+00:00,2022
2024-08-28 00:00:00+00:00,2024
2024-08-30 00:00:00+00:00,2025
2024-08-31 00:00:00+00:00,2026
2024-09-01 00:00:00+00:00,2027
2024-09-02 00:00:00+00:00,2029
2024-09-03 00:00:00+00:00,2031
2024-09-04 00:00:00+00:00,2032
2024-09-05 00:00:00+00:00,2033
2024-09-06 00:00:00+00:00,2034
2024-09-08 00:00:00+00:00,2036
2024-09-11 00:00:00+00:00,2038
2024-09-12 00:00:00+00:00,2039
2024-09-13 00:00:00+00:00,2040
2024-09-14 00:00:00+00:00,2043
2024-09-20 00:00:00+00:00,2045
2024-09-21 00:00:00+00:00,2047
2024-09-23 00:00:00+00:00,2048
2024-09-24 00:00:00+00:00,2050
2024-09-25 00:00:00+00:00,2052
2024-09-26 00:00:00+00:00,2053
2024-09-27 00:00:00+00:00,2055
2024-09-28 00:00:00+00:00,2056
2024-09-29 00:00:00+00:00,2057
2024-09-30 00:00:00+00:00,2058
2024-10-01 00:00:00+00:00,2063
2024-10-02 00:00:00+00:00,2065
2024-10-03 00:00:00+00:00,2067
2024-10-04 00:00:00+00:00,2069
2024-10-05 00:00:00+00:00,2070
2024-10-06 00:00:00+00:00,2071
2024-10-09 00:00:00+00:00,2073
2024-10-11 00:00:00+00:00,2074
2024-10-14 00:00:00+00:00,2076
2024-10-16 00:00:00+00:00,2078
2024-10-18 00:00:00+00:00,2080
2024-10-19 00:00:00+00:00,2081
2024-10-21 00:00:00+00:00,2083
2024-10-22 00:00:00+00:00,2087
2024-10-23 00:00:00+00:00,2089
2024-10-26 00:00:00+00:00,2091
2024-10-28 00:00:00+00:00,2092
2024-10-30 00:00:00+00:00,2095
2024-10-31 00:00:00+00:00,2097
2024-11-02 00:00:00+00:00,2100
2024-11-03 00:00:00+00:00,2101
2024-11-04 00:00:00+00:00,2102
2024-11-06 00:00:00+00:00,2103
2024-11-07 00:00:00+00:00,2105
2024-11-08 00:00:00+00:00,2106
2024-11-12 00:00:00+00:00,2107
2024-11-13 00:00:00+00:00,2111
2024-11-14 00:00:00+00:00,2116
2024-11-15 00:00:00+00:00,2122
2024-11-16 00:00:00+00:00,2128
2024-11-17 00:00:00+00:00,2131
2024-11-18 00:00:00+00:00,2132
2024-11-19 00:00:00+00:00,2133
2024-11-20 00:00:00+00:00,2136
2024-11-24 00:00:00+00:00,2138
2024-11-25 00:00:00+00:00,2140
2024-11-26 00:00:00+00:00,2144
2024-11-27 00:00:00+00:00,2145
2024-11-29 00:00:00+00:00,2148
2024-11-30 00:00:00+00:00,2150
2024-12-01 00:00:00+00:00,2152
2024-12-02 00:00:00+00:00,2153
2024-12-03 00:00:00+00:00,2156
2024-12-04 00:00:00+00:00,2157
2024-12-05 00:00:00+00:00,2158
2024-12-06 00:00:00+00:00,2161
2024-12-07 00:00:00+00:00,2162
2024-12-08 00:00:00+00:00,2164
2024-12-09 00:00:00+00:00,2165
2024-12-10 00:00:00+00:00,2166
2024-12-12 00:00:00+00:00,2167
2024-12-14 00:00:00+00:00,2168
2024-12-15 00:00:00+00:00,2169
2024-12-17 00:00:00+00:00,2171
2024-12-18 00:00:00+00:00,2172
2024-12-19 00:00:00+00:00,2175
2024-12-20 00:00:00+00:00,2176
2024-12-21 00:00:00+00:00,2177
2024-12-22 00:00:00+00:00,2179
2024-12-23 00:00:00+00:00,2181
2024-12-24 00:00:00+00:00,2182
2024-12-27 00:00:00+00:00,2184
2024-12-28 00:00:00+00:00,2185
2024-12-30 00:00:00+00:00,2186
2024-12-31 00:00:00+00:00,2187
2025-01-01 00:00:00+00:00,2188
2025-01-05 00:00:00+00:00,2189
2025-01-06 00:00:00+00:00,2190
2025-01-07 00:00:00+00:00,2191
2025-01-08 00:00:00+00:00,2192
2025-01-11 00:00:00+00:00,2193
2025-01-15 00:00:00+00:00,2194
2025-01-16 00:00:00+00:00,2195
2025-01-18 00:00:00+00:00,2196
2025-01-19 00:00:00+00:00,2197
2025-01-30 00:00:00+00:00,2199
2025-01-31 00:00:00+00:00,2201
2025-02-03 00:00:00+00:00,2203
2025-02-04 00:00:00+00:00,2204
2025-02-08 00:00:00+00:00,2205
2025-02-09 00:00:00+00:00,2206
2025-02-10 00:00:00+00:00,2207
2025-02-11 00:00:00+00:00,2208
2025-02-17 00:00:00+00:00,2209
2025-02-18 00:00:00+00:00,2210
2025-02-20 00:00:00+00:00,2211
2025-02-21 00:00:00+00:00,2212
2025-02-22 00:00:00+00:00,2213
2025-02-23 00:00:00+00:00,2214
2025-02-24 00:00:00+00:00,2215
2025-02-27 00:00:00+00:00,2216
2025-03-03 00:00:00+00:00,2217
2025-03-06 00:00:00+00:00,2220
2025-03-07 00:00:00+00:00,2221
2025-03-08 00:00:00+00:00,2223
2025-03-11 00:00:00+00:00,2224
2025-03-12 00:00:00+00:00,2225
2025-03-17 00:00:00+00:00,2226
2025-03-20 00:00:00+00:00,2227
2025-03-21 00:00:00+00:00,2229
2025-03-25 00:00:00+00:00,2230
2025-03-26 00:00:00+00:00,2231
2025-03-31 00:00:00+00:00,2232
2025-04-05 00:00:00+00:00,2233
2025-04-09 00:00:00+00:00,2234
2025-04-21 00:00:00+00:00,2237
2025-04-26 00:00:00+00:00,2238
2025-04-27 00:00:00+00:00,2239
2025-05-02 00:00:00+00:00,2240
2025-05-05 00:00:00+00:00,2241
