time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-14 00:00:00+00:00,59,15,80,14
2025-02-15 00:00:00+00:00,11,11,20,15
2025-02-16 00:00:00+00:00,4,4,12,12
2025-02-17 00:00:00+00:00,105,15,50,18
2025-02-18 00:00:00+00:00,45,15,31,16
2025-02-19 00:00:00+00:00,8,7,56,16
2025-02-20 00:00:00+00:00,54,12,13,11
2025-02-21 00:00:00+00:00,46,18,23,12
2025-02-22 00:00:00+00:00,8,8,18,10
2025-02-23 00:00:00+00:00,9,9,3,2
2025-02-24 00:00:00+00:00,63,13,23,10
2025-02-25 00:00:00+00:00,207,33,201,31
2025-02-26 00:00:00+00:00,32,11,24,14
2025-02-27 00:00:00+00:00,31,8,30,13
