time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-03 00:00:00+00:00,25,5,23,18
2024-05-04 00:00:00+00:00,13,2,32,18
2024-05-05 00:00:00+00:00,6,2,144,14
2024-05-06 00:00:00+00:00,70,10,102,34
2024-05-07 00:00:00+00:00,147,15,85,27
2024-05-08 00:00:00+00:00,24,9,107,26
2024-05-09 00:00:00+00:00,24,5,57,24
2024-05-10 00:00:00+00:00,42,3,80,21
2024-05-11 00:00:00+00:00,5,2,16,13
2024-05-12 00:00:00+00:00,40,6,34,14
2024-05-13 00:00:00+00:00,107,8,26,18
2024-05-14 00:00:00+00:00,101,23,61,15
2024-05-15 00:00:00+00:00,87,13,41,16
2024-05-16 00:00:00+00:00,200,18,54,19
