referrer,views_total,views_unique
github.com,92,47
instill.tech,84,5
Google,74,34
com.google.android.gm,17,15
statics.teams.cdn.office.net,10,4
medium.com,5,1
t.co,3,2
mail.google.com,2,1
mail.zoho.com,1,1
webmail.inf.ufrgs.br,1,1
