url_path,views_total,views_unique
/instill-ai/instill-core,78,38
/instill-ai/instill-core/issues,10,7
/instill-ai/instill-core/pulls,8,4
/instill-ai/instill-core/actions,4,3
/instill-ai/instill-core/pull/1250,4,2
/instill-ai/instill-core/commit/4149e9ce224d3611c343c50fffaa348766a61db9,3,3
/instill-ai/instill-core/pull/1350,3,2
/instill-ai/instill-core/commit/3ea83b767f987784f47cb9a33c611a89af6edde5,2,2
/instill-ai/instill-core/commit/bbe7565051e296e952b7a9ee925b9e66ea451bc2,2,2
/instill-ai/instill-core/commits/main,2,2
