time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-29 00:00:00+00:00,14,10,5,4
2025-11-30 00:00:00+00:00,52,21,7,4
2025-12-01 00:00:00+00:00,122,38,16,9
2025-12-02 00:00:00+00:00,29,21,2,2
2025-12-03 00:00:00+00:00,160,42,9,9
2025-12-04 00:00:00+00:00,17,6,7,4
2025-12-05 00:00:00+00:00,57,13,19,5
2025-12-06 00:00:00+00:00,100,8,9,7
2025-12-07 00:00:00+00:00,112,13,20,10
2025-12-08 00:00:00+00:00,84,10,12,8
2025-12-09 00:00:00+00:00,21,8,8,6
2025-12-10 00:00:00+00:00,4,4,6,5
2025-12-11 00:00:00+00:00,4,4,7,6
2025-12-12 00:00:00+00:00,8,4,21,6
