url_path,views_total,views_unique
/instill-ai/instill-core,258,178
/instill-ai/instill-core/actions,32,2
/instill-ai/instill-core/tree/main/charts/instill-core,22,5
/instill-ai/instill-core/blob/main/LICENSE,18,7
/instill-ai/instill-core/tree/main,14,5
/instill-ai/instill-core/tree/main/model-hub,14,5
/instill-ai/instill-core/pulls,12,6
/instill-ai/instill-core/tree/main/release-please,12,4
/instill-ai/instill-core/tree/main/charts/instill-core/templates,12,3
/instill-ai/instill-core/tree/main/examples,10,4
