time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-13 00:00:00+00:00,8.0,6.0,86,58
2024-11-14 00:00:00+00:00,69.0,5.0,116,29
2024-11-15 00:00:00+00:00,22.0,1.0,116,62
2024-11-16 00:00:00+00:00,10.0,4.0,90,45
2024-11-17 00:00:00+00:00,11.0,2.0,55,33
2024-11-18 00:00:00+00:00,158.0,12.0,69,37
2024-11-19 00:00:00+00:00,117.0,5.0,118,32
2024-11-20 00:00:00+00:00,100.0,10.0,85,33
2024-11-21 00:00:00+00:00,33.0,4.0,42,20
2024-11-22 00:00:00+00:00,10.0,3.0,24,15
2024-11-23 00:00:00+00:00,,,14,13
2024-11-24 00:00:00+00:00,5.0,4.0,13,8
2024-11-25 00:00:00+00:00,41.0,4.0,61,19
2024-11-26 00:00:00+00:00,88.0,11.0,110,54
