url_path,views_total,views_unique
/instill-ai/instill-core,653,446
/instill-ai/instill-core/tree/main/charts/instill-core,54,16
/instill-ai/instill-core/pull/419,43,5
/instill-ai/instill-core/tree/main/charts/instill-core/templates,34,8
/instill-ai/instill-core/pulls,32,13
/instill-ai/instill-core/tree/main/release-please,28,12
/instill-ai/instill-core/commits,20,3
/instill-ai/instill-core/blob/main/Dockerfile,19,9
/instill-ai/instill-core/pull/419/files,19,3
/instill-ai/instill-core/tree/main,17,10
