time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-19 00:00:00+00:00,34,19,69,8
2025-08-20 00:00:00+00:00,21,9,25,6
2025-08-21 00:00:00+00:00,19,9,56,5
2025-08-22 00:00:00+00:00,126,24,158,42
2025-08-23 00:00:00+00:00,3,3,9,4
2025-08-24 00:00:00+00:00,1,1,6,4
2025-08-25 00:00:00+00:00,79,15,80,32
2025-08-26 00:00:00+00:00,277,41,190,57
2025-08-27 00:00:00+00:00,14,7,32,11
2025-08-28 00:00:00+00:00,17,6,57,12
2025-08-29 00:00:00+00:00,14,5,24,9
2025-08-30 00:00:00+00:00,3,3,19,6
2025-08-31 00:00:00+00:00,53,18,5,5
2025-09-01 00:00:00+00:00,72,12,15,11
