url_path,views_total,views_unique
/instill-ai/instill-core,359,216
/instill-ai/instill-core/tree/main/charts/core,42,9
/instill-ai/instill-core/tree/main/model-hub,31,12
/instill-ai/instill-core/tree/main/configs,23,8
/instill-ai/instill-core/commits/main,21,2
/instill-ai/instill-core/tree/main,20,5
/instill-ai/instill-core/pulls,16,9
/instill-ai/instill-core/blob/main/Makefile,14,6
/instill-ai/instill-core/blob/main/Dockerfile,11,3
/instill-ai/instill-core/blob/main/model-hub/model_hub_gpu.json,10,5
