referrer,views_total,views_unique
Google,115,19
github.com,70,38
facebook.com,13,1
com.google.android.gm,11,7
instill.tech,11,4
libhunt.com,7,1
forms.clickup.com,5,2
l.facebook.com,4,3
m.facebook.com,2,1
cn.bing.com,1,1
