url_path,views_total,views_unique
/instill-ai/instill-core,367,162
/instill-ai/instill-core/pulls,92,2
/instill-ai/instill-core/actions,87,3
/instill-ai/instill-core/commits/main,63,3
/instill-ai/instill-core/issues,24,8
/instill-ai/instill-core/commit/f5f58eb2f4ba53b2831f56ca20b138d08892b0dc,19,2
/instill-ai/instill-core/tree/main/charts/core,18,6
/instill-ai/instill-core/pull/1288,17,2
/instill-ai/instill-core/actions/workflows/integration-test.yml,15,3
/instill-ai/instill-core/tree/main/release-please,12,4
