url_path,views_total,views_unique
/instill-ai/instill-core,346,124
/instill-ai/instill-core/pulls,225,6
/instill-ai/instill-core/actions,65,3
/instill-ai/instill-core/tree/sarthakgupta/ins-8003-achieve-zero-downtime-during-gke-module-upgrade-with-proper,48,1
/instill-ai/instill-core/pull/1270,32,4
/instill-ai/instill-core/commits/main,26,2
/instill-ai/instill-core/tree/sarthakgupta/ins-8094-update-helm-chart-installation-url,20,9
/instill-ai/instill-core/actions/workflows/integration-test.yml,19,2
/instill-ai/instill-core/pull/1270/files,14,5
/instill-ai/instill-core/pull/1269,13,2
