time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-04 00:00:00+00:00,61,15,22,7
2025-09-05 00:00:00+00:00,19,5,25,7
2025-09-06 00:00:00+00:00,8,5,8,5
2025-09-07 00:00:00+00:00,8,4,15,4
2025-09-08 00:00:00+00:00,44,15,9,7
2025-09-09 00:00:00+00:00,228,45,205,12
2025-09-10 00:00:00+00:00,54,10,66,18
2025-09-11 00:00:00+00:00,124,26,27,15
2025-09-12 00:00:00+00:00,107,25,22,15
2025-09-13 00:00:00+00:00,3,3,8,6
2025-09-14 00:00:00+00:00,27,10,13,12
2025-09-15 00:00:00+00:00,52,13,27,11
2025-09-16 00:00:00+00:00,242,41,140,12
2025-09-17 00:00:00+00:00,145,30,14,8
