url_path,views_total,views_unique
/instill-ai/instill-core,270,161
/instill-ai/instill-core/blob/main/docker-compose.yml,28,5
/instill-ai/instill-core/blob/main/docker-compose.latest.yml,25,4
/instill-ai/instill-core/blob/main/Makefile,18,4
/instill-ai/instill-core/pulls,15,8
/instill-ai/instill-core/tree/main/.github/workflows,12,4
/instill-ai/instill-core/issues,11,7
/instill-ai/instill-core/tree/main/examples,8,6
/instill-ai/instill-core/blob/main/docker-compose.build.yml,8,3
/instill-ai/instill-core/blob/main/.github/workflows/integration-test-latest.yml,8,2
