referrer,views_total,views_unique
github.com,138,49
Google,76,11
instill.tech,7,3
statics.teams.cdn.office.net,7,2
forms.clickup.com,6,2
com.google.android.gm,5,5
l.facebook.com,3,3
t.co,3,1
news.ycombinator.com,2,2
DuckDuckGo,2,1
