url_path,views_total,views_unique
/instill-ai/instill-core,174,95
/instill-ai/instill-core/stargazers,14,1
/instill-ai/instill-core/pulls,13,6
/instill-ai/instill-core/actions,11,3
/instill-ai/instill-core/actions/runs/3773604370/jobs/6443749675,10,6
/instill-ai/instill-core/actions/runs/3808339270/jobs/6478836108,10,4
/instill-ai/instill-core/pull/171,9,1
/instill-ai/instill-core/blob/main/docker-compose.yml,8,3
/instill-ai/instill-core/issues,7,5
/instill-ai/instill-core/tree/main/examples,7,4
