time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-19 00:00:00+00:00,5,2,80,32
2024-10-20 00:00:00+00:00,6,1,72,23
2024-10-21 00:00:00+00:00,123,9,135,45
2024-10-22 00:00:00+00:00,113,9,174,52
2024-10-23 00:00:00+00:00,75,4,133,53
2024-10-24 00:00:00+00:00,117,7,95,27
2024-10-25 00:00:00+00:00,48,2,64,36
2024-10-26 00:00:00+00:00,4,2,55,22
2024-10-27 00:00:00+00:00,4,1,31,18
2024-10-28 00:00:00+00:00,107,8,119,26
2024-10-29 00:00:00+00:00,95,7,69,25
2024-10-30 00:00:00+00:00,77,5,81,26
2024-10-31 00:00:00+00:00,165,6,128,31
2024-11-01 00:00:00+00:00,114,11,71,19
