url_path,views_total,views_unique
/instill-ai/instill-core,565,387
/instill-ai/instill-core/tree/main/examples,30,9
/instill-ai/instill-core/tree/main/charts/instill-core,26,9
/instill-ai/instill-core/tree/main/protocol,23,8
/instill-ai/instill-core/pulls,18,10
/instill-ai/instill-core/blob/main/LICENSE,17,8
/instill-ai/instill-core/releases,16,6
/instill-ai/instill-core/graphs/contributors,14,10
/instill-ai/instill-core/stargazers,13,5
/instill-ai/instill-core/blob/main/docker-compose.yml,11,5
