time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-08 00:00:00+00:00,8,7,8,3
2026-09-09 00:00:00+00:00,553,17,16,6
2026-09-10 00:00:00+00:00,12,11,16,10
2026-09-11 00:00:00+00:00,19,12,21,17
2026-09-12 00:00:00+00:00,7,4,13,7
2026-09-13 00:00:00+00:00,51,9,12,12
2026-09-14 00:00:00+00:00,33,23,11,10
2026-09-15 00:00:00+00:00,18,12,23,15
2026-09-16 00:00:00+00:00,29,13,12,12
2026-09-17 00:00:00+00:00,23,15,14,11
2026-09-18 00:00:00+00:00,17,14,15,15
2026-09-19 00:00:00+00:00,34,5,14,12
2026-09-20 00:00:00+00:00,12,11,11,10
2026-09-21 00:00:00+00:00,40,11,21,14
