url_path,views_total,views_unique
/instill-ai/instill-core,262,135
/instill-ai/instill-core/releases/tag/v0.9.3-alpha,54,46
/instill-ai/instill-core/tree/main/charts/instill-core,36,9
/instill-ai/instill-core/issues,32,14
/instill-ai/instill-core/pull/268,27,4
/instill-ai/instill-core/actions,26,3
/instill-ai/instill-core/pulls,25,8
/instill-ai/instill-core/blob/main/Makefile,21,6
/instill-ai/instill-core/tree/main/protocol,18,6
/instill-ai/instill-core/blob/deniz/ins-562-helm-integration-test/Makefile,18,2
