time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-24 00:00:00+00:00,6,5,52,40
2026-01-25 00:00:00+00:00,505,90,62,11
2026-01-26 00:00:00+00:00,32,15,14,13
2026-01-27 00:00:00+00:00,33,16,23,17
2026-01-28 00:00:00+00:00,29,15,6,6
2026-01-29 00:00:00+00:00,84,32,138,57
2026-01-30 00:00:00+00:00,536,119,94,10
2026-01-31 00:00:00+00:00,163,114,3,2
2026-02-01 00:00:00+00:00,109,31,46,29
2026-02-02 00:00:00+00:00,161,47,13,9
2026-02-03 00:00:00+00:00,157,52,38,10
2026-02-04 00:00:00+00:00,60,20,16,7
2026-02-05 00:00:00+00:00,112,28,58,11
2026-02-06 00:00:00+00:00,25,14,20,6
