url_path,views_total,views_unique
/instill-ai/instill-core,264,155
/instill-ai/instill-core/actions,100,1
/instill-ai/instill-core/actions/workflows/e2e-test-on-prem.yml,61,1
/instill-ai/instill-core/actions/workflows/e2e-test-demo.yml,32,1
/instill-ai/instill-core/pulls,25,10
/instill-ai/instill-core/blob/main/.github/workflows/e2e-test-demo.yml,22,1
/instill-ai/instill-core/tree/main/model-hub,19,5
/instill-ai/instill-core/blob/main/.github/workflows/e2e-test-on-prem.yml,18,1
/instill-ai/instill-core/blob/main/Makefile,15,4
/instill-ai/instill-core/issues,14,12
