referrer,views_total,views_unique
instill.tech,82,4
github.com,81,47
Google,63,26
com.google.android.gm,19,17
statics.teams.cdn.office.net,10,4
medium.com,5,1
t.co,3,2
mail.google.com,2,1
Bing,1,1
mail.rambler.ru,1,1
