referrer,views_total,views_unique
github.com,125,44
Google,48,25
mail.qq.com,10,4
productlane.com,4,1
mail.google.com,3,1
instill.tech,2,2
app.eraser.io,1,1
pkg.go.dev,1,1
mailgw.whu.edu.cn,1,1
qwant.com,1,1
