referrer,views_total,views_unique
github.com,128,47
Google,85,16
instill.tech,8,5
com.google.android.gm,6,6
l.facebook.com,6,4
Bing,3,3
mail.qq.com,2,2
mail.google.com,1,1
mails.tsinghua.edu.cn,1,1
discuss.airbyte.io,1,1
