time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-11 00:00:00+00:00,90,11,36,7
2025-04-12 00:00:00+00:00,37,9,22,5
2025-04-13 00:00:00+00:00,50,8,72,9
2025-04-14 00:00:00+00:00,97,13,31,10
2025-04-15 00:00:00+00:00,5,5,25,9
2025-04-16 00:00:00+00:00,153,17,90,10
2025-04-17 00:00:00+00:00,164,26,110,11
2025-04-18 00:00:00+00:00,5,3,8,4
2025-04-19 00:00:00+00:00,4,4,15,7
2025-04-20 00:00:00+00:00,43,16,14,5
2025-04-21 00:00:00+00:00,126,17,118,45
2025-04-22 00:00:00+00:00,167,34,104,30
2025-04-23 00:00:00+00:00,14,6,24,15
2025-04-24 00:00:00+00:00,25,11,17,9
