url_path,views_total,views_unique
/instill-ai/instill-core,159,59
/instill-ai/instill-core/actions/workflows/integration-test.yml,63,1
/instill-ai/instill-core/actions,49,2
/instill-ai/instill-core/pulls,46,5
/instill-ai/instill-core/pull/1232,23,4
/instill-ai/instill-core/blob/main/charts/core/templates/ray/service.yaml,22,2
/instill-ai/instill-core/pull/1229,17,4
/instill-ai/instill-core/tree/main/charts/core,14,5
/instill-ai/instill-core/commits/main,12,2
/instill-ai/instill-core/pull/1232/files,12,2
