time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-14 00:00:00+00:00,8.0,3.0,27,14
2025-01-15 00:00:00+00:00,6.0,2.0,25,10
2025-01-16 00:00:00+00:00,42.0,7.0,12,11
2025-01-17 00:00:00+00:00,2.0,2.0,9,6
2025-01-18 00:00:00+00:00,2.0,2.0,9,7
2025-01-19 00:00:00+00:00,,,27,9
2025-01-20 00:00:00+00:00,181.0,16.0,219,17
2025-01-21 00:00:00+00:00,6.0,2.0,58,13
2025-01-22 00:00:00+00:00,9.0,4.0,38,14
2025-01-23 00:00:00+00:00,4.0,2.0,42,14
2025-01-24 00:00:00+00:00,,,20,16
2025-01-25 00:00:00+00:00,,,9,8
2025-01-26 00:00:00+00:00,2.0,2.0,18,11
2025-01-27 00:00:00+00:00,,,17,6
