url_path,views_total,views_unique
/instill-ai/instill-core,489,311
/instill-ai/instill-core/tree/main/examples,45,13
/instill-ai/instill-core/blob/main/LICENSE,41,12
/instill-ai/instill-core/pulls,35,18
/instill-ai/instill-core/releases/tag/v0.16.0-alpha,31,10
/instill-ai/instill-core/tree/main/test,29,5
/instill-ai/instill-core/tree/main/model-hub,23,9
/instill-ai/instill-core/blob/main/.github/CONTRIBUTING.md,21,6
/instill-ai/instill-core/releases/edit/v0.16.0-alpha,20,1
/instill-ai/instill-core/blob/main/README.md,18,4
