time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-25 00:00:00+00:00,61,16,10,6
2026-03-26 00:00:00+00:00,202,50,19,6
2026-03-27 00:00:00+00:00,28,15,13,9
2026-03-28 00:00:00+00:00,18,10,6,3
2026-03-29 00:00:00+00:00,104,22,13,12
2026-03-30 00:00:00+00:00,40,21,8,5
2026-03-31 00:00:00+00:00,23,10,14,11
2026-04-01 00:00:00+00:00,17,12,15,11
2026-04-02 00:00:00+00:00,17,10,9,7
2026-04-03 00:00:00+00:00,15,10,6,4
2026-04-04 00:00:00+00:00,39,20,10,7
2026-04-05 00:00:00+00:00,14,6,5,5
2026-04-06 00:00:00+00:00,31,15,8,6
2026-04-07 00:00:00+00:00,16,5,15,8
