time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-01 00:00:00+00:00,12,10,12,9
2026-05-02 00:00:00+00:00,10,7,8,7
2026-05-03 00:00:00+00:00,499,109,13,11
2026-05-04 00:00:00+00:00,523,101,8,5
2026-05-05 00:00:00+00:00,115,27,9,7
2026-05-06 00:00:00+00:00,60,20,13,7
2026-05-07 00:00:00+00:00,65,29,4,3
2026-05-08 00:00:00+00:00,28,21,9,5
2026-05-09 00:00:00+00:00,22,13,15,8
2026-05-10 00:00:00+00:00,9,7,17,8
2026-05-11 00:00:00+00:00,20,13,15,9
2026-05-12 00:00:00+00:00,28,20,5,5
2026-05-13 00:00:00+00:00,46,17,5,4
2026-05-14 00:00:00+00:00,133,25,14,8
