time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-25 00:00:00+00:00,33,23,10,8
2026-06-26 00:00:00+00:00,62,18,18,12
2026-06-27 00:00:00+00:00,76,15,6,5
2026-06-28 00:00:00+00:00,84,24,13,7
2026-06-29 00:00:00+00:00,76,14,13,11
2026-06-30 00:00:00+00:00,70,14,6,6
2026-07-01 00:00:00+00:00,66,17,10,9
2026-07-02 00:00:00+00:00,68,15,13,13
2026-07-03 00:00:00+00:00,73,19,20,14
2026-07-04 00:00:00+00:00,106,22,15,11
2026-07-05 00:00:00+00:00,103,40,7,6
2026-07-06 00:00:00+00:00,76,24,10,8
2026-07-07 00:00:00+00:00,64,15,6,5
2026-07-08 00:00:00+00:00,72,19,10,6
