url_path,views_total,views_unique
/instill-ai/instill-core,586,387
/instill-ai/instill-core/tree/main/examples,21,15
/instill-ai/instill-core/tree/main/asset/lib,17,14
/instill-ai/instill-core/tree/main/protocol,17,14
/instill-ai/instill-core/blob/main/Makefile,13,9
/instill-ai/instill-core/issues,12,10
/instill-ai/instill-core/tree/main/examples/streamlit/yolov7,12,9
/instill-ai/instill-core/pull/152,12,2
/instill-ai/instill-core/tree/main/release-please,10,9
/instill-ai/instill-core/tree/main/examples/async/yolov7,9,7
