referrer,views_total,views_unique
Google,118,30
github.com,97,57
linkedin.com,29,23
m.facebook.com,20,17
Bing,18,2
instill.tech,12,10
search.app,8,1
t.co,6,4
l.threads.net,4,3
mail.qq.com,4,3
