referrer,views_total,views_unique
github.com,129,58
forms.clickup.com,64,13
com.google.android.gm,53,17
Google,51,19
l.facebook.com,32,11
facebook.com,21,20
lm.facebook.com,12,4
m.facebook.com,10,6
instill.tech,9,3
pkg.go.dev,7,1
