time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-08 00:00:00+00:00,23.0,6.0,106,36
2024-07-09 00:00:00+00:00,36.0,5.0,174,33
2024-07-10 00:00:00+00:00,110.0,10.0,36,16
2024-07-11 00:00:00+00:00,58.0,5.0,126,29
2024-07-12 00:00:00+00:00,41.0,6.0,86,24
2024-07-13 00:00:00+00:00,3.0,2.0,17,13
2024-07-14 00:00:00+00:00,10.0,7.0,27,15
2024-07-15 00:00:00+00:00,73.0,10.0,129,27
2024-07-16 00:00:00+00:00,257.0,14.0,131,23
2024-07-17 00:00:00+00:00,24.0,4.0,95,30
2024-07-18 00:00:00+00:00,18.0,7.0,132,31
2024-07-19 00:00:00+00:00,27.0,4.0,50,25
2024-07-20 00:00:00+00:00,2.0,2.0,34,7
2024-07-21 00:00:00+00:00,,,23,15
