referrer,views_total,views_unique
Google,243,90
github.com,77,42
instill.tech,11,8
facebook.com,7,7
Bing,7,5
forms.clickup.com,2,2
t.co,1,1
lm.facebook.com,1,1
youtube.com,1,1
l.facebook.com,1,1
