url_path,views_total,views_unique
/instill-ai/instill-core,225,137
/instill-ai/instill-core/actions,72,2
/instill-ai/instill-core/tree/main/charts/instill-core,36,5
/instill-ai/instill-core/tree/main/test/pipeline,33,5
/instill-ai/instill-core/tree/main/test,30,4
/instill-ai/instill-core/tree/main/.github,26,6
/instill-ai/instill-core/pulls,25,9
/instill-ai/instill-core/tree/main/protocol,21,5
/instill-ai/instill-core/tree/main/charts/instill-core/templates,20,3
/instill-ai/instill-core/pull/342,19,2
