url_path,views_total,views_unique
/instill-ai/instill-core/actions/workflows/integration-test.yml,118,1
/instill-ai/instill-core,67,57
/instill-ai/instill-core/pulls,19,5
/instill-ai/instill-core/actions,9,3
/instill-ai/instill-core/pull/1446,7,7
/instill-ai/instill-core/commits/main,7,1
/instill-ai/instill-core/pull/1442,6,5
/instill-ai/instill-core/actions/runs/20905626657,6,1
/instill-ai/instill-core/commit/1ca8b4d82a18d4ea638fb0396b84c103cf783e8c,5,5
/instill-ai/instill-core/commit/9351fb952250f1b0f5c6eeda36cf16654676dae3,5,5
