time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-25 00:00:00+00:00,157,23,39,15
2025-07-26 00:00:00+00:00,121,34,40,9
2025-07-27 00:00:00+00:00,27,13,21,12
2025-07-28 00:00:00+00:00,40,8,54,21
2025-07-29 00:00:00+00:00,66,17,26,10
2025-07-30 00:00:00+00:00,180,23,91,22
2025-07-31 00:00:00+00:00,528,68,142,11
2025-08-01 00:00:00+00:00,106,25,61,11
2025-08-02 00:00:00+00:00,126,28,26,6
2025-08-03 00:00:00+00:00,118,24,62,13
2025-08-04 00:00:00+00:00,306,47,181,17
2025-08-05 00:00:00+00:00,120,24,121,13
2025-08-06 00:00:00+00:00,54,15,48,12
2025-08-07 00:00:00+00:00,110,20,27,10
