referrer,views_total,views_unique
Google,122,18
github.com,85,37
facebook.com,13,1
com.google.android.gm,10,6
libhunt.com,7,1
instill.tech,6,4
l.facebook.com,4,3
m.facebook.com,2,1
forms.clickup.com,2,1
cn.bing.com,1,1
