url_path,views_total,views_unique
/instill-ai/instill-core,547,370
/instill-ai/instill-core/tree/main/charts/instill-core,83,30
/instill-ai/instill-core/releases/tag/v0.19.0-beta,57,6
/instill-ai/instill-core/tree/main/charts/instill-core/templates,54,15
/instill-ai/instill-core/tree/main/release-please,46,16
/instill-ai/instill-core/releases,33,18
/instill-ai/instill-core/pulls,33,10
/instill-ai/instill-core/releases/edit/v0.19.0-beta,29,1
/instill-ai/instill-core/commits/main,26,4
/instill-ai/instill-core/tree/main/charts/instill-core/templates/internal,25,10
