time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-23 00:00:00+00:00,,,14,13
2024-11-24 00:00:00+00:00,5.0,4.0,13,8
2024-11-25 00:00:00+00:00,41.0,4.0,61,19
2024-11-26 00:00:00+00:00,88.0,11.0,118,61
2024-11-27 00:00:00+00:00,52.0,4.0,39,25
2024-11-28 00:00:00+00:00,40.0,4.0,61,31
2024-11-29 00:00:00+00:00,89.0,6.0,34,23
2024-11-30 00:00:00+00:00,6.0,3.0,12,9
2024-12-01 00:00:00+00:00,11.0,3.0,25,18
2024-12-02 00:00:00+00:00,91.0,10.0,78,33
2024-12-03 00:00:00+00:00,116.0,10.0,56,27
2024-12-04 00:00:00+00:00,17.0,1.0,42,21
2024-12-05 00:00:00+00:00,10.0,2.0,37,24
2024-12-06 00:00:00+00:00,14.0,4.0,39,25
