time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-17 00:00:00+00:00,5,4,8,8
2026-01-18 00:00:00+00:00,690,124,95,29
2026-01-19 00:00:00+00:00,6,5,28,15
2026-01-20 00:00:00+00:00,4,3,22,10
2026-01-21 00:00:00+00:00,123,27,9,7
2026-01-22 00:00:00+00:00,72,18,69,30
2026-01-23 00:00:00+00:00,91,17,21,15
2026-01-24 00:00:00+00:00,6,5,52,40
2026-01-25 00:00:00+00:00,505,90,62,11
2026-01-26 00:00:00+00:00,32,15,14,13
2026-01-27 00:00:00+00:00,33,16,23,17
2026-01-28 00:00:00+00:00,29,15,6,6
2026-01-29 00:00:00+00:00,84,32,138,57
2026-01-30 00:00:00+00:00,536,119,94,10
