url_path,views_total,views_unique
/instill-ai/instill-core,229,136
/instill-ai/instill-core/tree/main/.github,21,4
/instill-ai/instill-core/tree/main/.github/workflows,20,4
/instill-ai/instill-core/issues,18,11
/instill-ai/instill-core/blob/main/.github/workflows/e2e-test-demo.yml,14,2
/instill-ai/instill-core/tree/main/model-hub,13,5
/instill-ai/instill-core/blob/heiru/ins-778-include-optional-log-services-in-ce-instill-core/Makefile,9,3
/instill-ai/instill-core/tree/main/protocol,8,3
/instill-ai/instill-core/blob/heiru/ins-778-include-optional-log-services-in-ce-instill-core/charts/instill-core/values.yaml,8,1
/instill-ai/instill-core/blob/main/charts/instill-core/values.yaml,8,1
