time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-17 00:00:00+00:00,105,15,50,18
2025-02-18 00:00:00+00:00,45,15,31,16
2025-02-19 00:00:00+00:00,8,7,56,16
2025-02-20 00:00:00+00:00,54,12,13,11
2025-02-21 00:00:00+00:00,46,18,23,12
2025-02-22 00:00:00+00:00,8,8,18,10
2025-02-23 00:00:00+00:00,9,9,3,2
2025-02-24 00:00:00+00:00,63,13,23,10
2025-02-25 00:00:00+00:00,207,33,201,31
2025-02-26 00:00:00+00:00,32,11,24,14
2025-02-27 00:00:00+00:00,31,8,30,13
2025-02-28 00:00:00+00:00,5,5,28,12
2025-03-01 00:00:00+00:00,5,5,6,4
2025-03-02 00:00:00+00:00,10,5,6,4
