referrer,views_total,views_unique
github.com,152,48
Google,63,17
instill.tech,36,12
l.facebook.com,7,4
com.google.android.gm,6,5
medium.com,6,2
DuckDuckGo,5,1
Bing,3,3
m0.mail.sina.com.cn,3,1
mail.qq.com,2,2
