time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-21 00:00:00+00:00,8.0,3.0,13,10
2024-12-22 00:00:00+00:00,7.0,2.0,7,7
2024-12-23 00:00:00+00:00,9.0,1.0,47,13
2024-12-24 00:00:00+00:00,18.0,3.0,71,15
2024-12-25 00:00:00+00:00,4.0,1.0,20,11
2024-12-26 00:00:00+00:00,1.0,1.0,20,11
2024-12-27 00:00:00+00:00,1.0,1.0,12,7
2024-12-28 00:00:00+00:00,1.0,1.0,24,16
2024-12-29 00:00:00+00:00,,,10,6
2024-12-30 00:00:00+00:00,2.0,2.0,27,17
2024-12-31 00:00:00+00:00,4.0,1.0,16,11
2025-01-01 00:00:00+00:00,,,15,10
2025-01-02 00:00:00+00:00,3.0,1.0,28,12
2025-01-03 00:00:00+00:00,3.0,2.0,22,17
