time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-16 00:00:00+00:00,200,18,58,23
2024-05-17 00:00:00+00:00,55,9,41,15
2024-05-18 00:00:00+00:00,12,11,25,15
2024-05-19 00:00:00+00:00,111,9,136,42
2024-05-20 00:00:00+00:00,84,7,122,30
2024-05-21 00:00:00+00:00,99,18,91,25
2024-05-22 00:00:00+00:00,20,6,37,16
2024-05-23 00:00:00+00:00,64,2,89,27
2024-05-24 00:00:00+00:00,33,2,39,23
2024-05-25 00:00:00+00:00,4,4,46,23
2024-05-26 00:00:00+00:00,18,1,40,18
2024-05-27 00:00:00+00:00,43,7,45,26
2024-05-28 00:00:00+00:00,108,7,157,24
2024-05-29 00:00:00+00:00,52,4,61,19
