time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-13 00:00:00+00:00,88,29,9,8
2026-04-14 00:00:00+00:00,58,22,14,8
2026-04-15 00:00:00+00:00,42,18,13,8
2026-04-16 00:00:00+00:00,46,13,21,16
2026-04-17 00:00:00+00:00,7,5,12,9
2026-04-18 00:00:00+00:00,29,12,5,5
2026-04-19 00:00:00+00:00,119,33,16,15
2026-04-20 00:00:00+00:00,169,49,16,11
2026-04-21 00:00:00+00:00,61,21,13,8
2026-04-22 00:00:00+00:00,495,124,62,8
2026-04-23 00:00:00+00:00,242,58,9,6
2026-04-24 00:00:00+00:00,137,40,7,5
2026-04-25 00:00:00+00:00,116,34,2,2
2026-04-26 00:00:00+00:00,89,8,12,8
