time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-24 00:00:00+00:00,63,13,23,10
2025-02-25 00:00:00+00:00,207,33,201,31
2025-02-26 00:00:00+00:00,32,11,24,14
2025-02-27 00:00:00+00:00,31,8,30,13
2025-02-28 00:00:00+00:00,5,5,28,12
2025-03-01 00:00:00+00:00,5,5,6,4
2025-03-02 00:00:00+00:00,10,5,7,5
2025-03-03 00:00:00+00:00,55,12,122,14
2025-03-04 00:00:00+00:00,25,8,21,15
2025-03-05 00:00:00+00:00,21,18,53,15
2025-03-06 00:00:00+00:00,56,33,74,45
2025-03-07 00:00:00+00:00,54,39,47,25
2025-03-08 00:00:00+00:00,84,60,23,13
2025-03-09 00:00:00+00:00,59,49,57,8
