url_path,views_total,views_unique
/instill-ai/instill-core,488,282
/instill-ai/instill-core/pulls,103,17
/instill-ai/instill-core/tree/main/release-please,87,11
/instill-ai/instill-core/tree/main/charts/core,85,13
/instill-ai/instill-core/commits/main,56,8
/instill-ai/instill-core/tree/main/charts/core/templates,39,5
/instill-ai/instill-core/tree/main/model-hub,38,10
/instill-ai/instill-core/blob/main/charts/core/values.yaml,38,3
/instill-ai/instill-core/blob/heiru/INS-3983/charts/core/values.yaml,38,1
/instill-ai/instill-core/actions,37,5
