time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-13 00:00:00+00:00,84,24,36,8
2025-07-14 00:00:00+00:00,381,57,282,60
2025-07-15 00:00:00+00:00,174,57,89,28
2025-07-16 00:00:00+00:00,598,77,77,21
2025-07-17 00:00:00+00:00,362,67,517,15
2025-07-18 00:00:00+00:00,61,13,45,22
2025-07-19 00:00:00+00:00,121,18,49,26
2025-07-20 00:00:00+00:00,145,28,41,12
2025-07-21 00:00:00+00:00,563,55,132,12
2025-07-22 00:00:00+00:00,320,40,50,14
2025-07-23 00:00:00+00:00,560,59,71,22
2025-07-24 00:00:00+00:00,854,93,315,18
2025-07-25 00:00:00+00:00,157,23,39,15
2025-07-26 00:00:00+00:00,89,25,38,9
