time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-13 00:00:00+00:00,197,23,35,9
2025-05-14 00:00:00+00:00,210,35,23,7
2025-05-15 00:00:00+00:00,109,17,31,10
2025-05-16 00:00:00+00:00,119,14,61,19
2025-05-17 00:00:00+00:00,13,8,17,9
2025-05-18 00:00:00+00:00,101,7,5,3
2025-05-19 00:00:00+00:00,156,29,249,12
2025-05-20 00:00:00+00:00,213,23,59,16
2025-05-21 00:00:00+00:00,69,17,95,8
2025-05-22 00:00:00+00:00,66,13,45,10
2025-05-23 00:00:00+00:00,67,14,15,8
2025-05-24 00:00:00+00:00,10,9,7,6
2025-05-25 00:00:00+00:00,96,80,4,4
2025-05-26 00:00:00+00:00,67,23,30,4
