url_path,views_total,views_unique
/instill-ai/instill-core,235,132
/instill-ai/instill-core/actions,107,1
/instill-ai/instill-core/actions/workflows/e2e-test-on-prem.yml,65,1
/instill-ai/instill-core/actions/workflows/e2e-test-demo.yml,37,1
/instill-ai/instill-core/pulls,26,9
/instill-ai/instill-core/tree/main/model-hub,22,5
/instill-ai/instill-core/blob/main/.github/workflows/e2e-test-on-prem.yml,16,1
/instill-ai/instill-core/blob/main/Makefile,15,4
/instill-ai/instill-core/blob/main/.github/workflows/e2e-test-demo.yml,15,1
/instill-ai/instill-core/issues,14,10
