time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-21 00:00:00+00:00,6.0,2.0,58,13
2025-01-22 00:00:00+00:00,9.0,4.0,38,14
2025-01-23 00:00:00+00:00,4.0,2.0,42,14
2025-01-24 00:00:00+00:00,,,20,16
2025-01-25 00:00:00+00:00,,,9,8
2025-01-26 00:00:00+00:00,2.0,2.0,18,11
2025-01-27 00:00:00+00:00,,,18,7
2025-01-28 00:00:00+00:00,3.0,1.0,18,10
2025-01-29 00:00:00+00:00,,,18,9
2025-01-30 00:00:00+00:00,11.0,3.0,32,20
2025-01-31 00:00:00+00:00,61.0,7.0,27,20
2025-02-01 00:00:00+00:00,52.0,9.0,22,15
2025-02-02 00:00:00+00:00,1.0,1.0,14,10
2025-02-03 00:00:00+00:00,50.0,7.0,26,6
