url_path,views_total,views_unique
/instill-ai/instill-core,260,144
/instill-ai/instill-core/releases/tag/v0.9.3-alpha,57,49
/instill-ai/instill-core/tree/main/charts/instill-core,44,10
/instill-ai/instill-core/issues,37,16
/instill-ai/instill-core/tree/main/protocol,25,9
/instill-ai/instill-core/tree/main/model-hub,24,8
/instill-ai/instill-core/issues/274,18,5
/instill-ai/instill-core/blob/main/Dockerfile,17,3
/instill-ai/instill-core/tree/main/.github,17,3
/instill-ai/instill-core/tree/main/.github/workflows,15,2
