url_path,views_total,views_unique
/instill-ai/instill-core,217,114
/instill-ai/instill-core/tree/main/charts/instill-core,36,4
/instill-ai/instill-core/issues,33,13
/instill-ai/instill-core/pulls,30,7
/instill-ai/instill-core/tree/main/release-please,29,3
/instill-ai/instill-core/tree/main/charts/instill-core/templates,21,3
/instill-ai/instill-core/tree/main/.github,20,3
/instill-ai/instill-core/tree/main/.github/workflows,18,2
/instill-ai/instill-core/tree/main/examples,16,5
/instill-ai/instill-core/blob/main/release-please/manifest.json,16,1
