url_path,views_total,views_unique
/instill-ai/instill-core,901,579
/instill-ai/instill-core/pulls,51,17
/instill-ai/instill-core/tree/main/examples,42,25
/instill-ai/instill-core/issues,40,29
/instill-ai/instill-core/actions,27,4
/instill-ai/instill-core/tree/main/protocol,22,19
/instill-ai/instill-core/tree/main/examples/streamlit/yolov7,16,11
/instill-ai/instill-core/tree/main/release-please,15,13
/instill-ai/instill-core/tree/main/examples/async/yolov7,15,12
/instill-ai/instill-core/tree/main/asset/lib,15,10
