time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-21 00:00:00+00:00,57,4,74,19
2024-08-22 00:00:00+00:00,82,5,35,19
2024-08-23 00:00:00+00:00,78,7,48,14
2024-08-24 00:00:00+00:00,35,5,13,8
2024-08-25 00:00:00+00:00,85,5,36,21
2024-08-26 00:00:00+00:00,53,3,47,17
2024-08-27 00:00:00+00:00,84,4,46,9
2024-08-28 00:00:00+00:00,115,2,52,18
2024-08-29 00:00:00+00:00,264,18,46,20
2024-08-30 00:00:00+00:00,51,4,89,24
2024-08-31 00:00:00+00:00,18,2,49,11
2024-09-01 00:00:00+00:00,7,2,35,20
2024-09-02 00:00:00+00:00,133,5,121,27
2024-09-03 00:00:00+00:00,46,4,113,25
