time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-26 00:00:00+00:00,55,15,12,8
2026-02-27 00:00:00+00:00,72,15,9,6
2026-02-28 00:00:00+00:00,4,2,4,4
2026-03-01 00:00:00+00:00,80,18,8,6
2026-03-02 00:00:00+00:00,68,11,25,13
2026-03-03 00:00:00+00:00,77,23,17,13
2026-03-04 00:00:00+00:00,46,16,18,10
2026-03-05 00:00:00+00:00,99,19,15,9
2026-03-06 00:00:00+00:00,4,4,13,10
2026-03-07 00:00:00+00:00,40,16,3,3
2026-03-08 00:00:00+00:00,81,32,14,5
2026-03-09 00:00:00+00:00,20,13,15,11
2026-03-10 00:00:00+00:00,39,13,20,6
2026-03-11 00:00:00+00:00,27,12,4,3
