referrer,views_total,views_unique
github.com,95,29
Google,57,14
m.facebook.com,15,5
Bing,8,3
l.threads.com,7,2
l.facebook.com,5,1
t.co,4,4
chatgpt.com,4,2
docs.instill-ai.com,4,2
instill-ai.dev,4,1
